date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice
2005-09-02,1724,143000,992320,6.5,7.0,6.5,7.0,0.04,38,2005,0.0,0.9,0,0.0
2005-09-05,1724,301000,2129340,7.01,7.12,7.01,7.12,0.12,71,2005,0.0,0.92,0,0.0
2005-09-06,1724,188000,1343460,7.18,7.18,7.13,7.14,0.02,44,2005,0.0,0.92,0,0.0
2005-09-07,1724,286000,2042160,7.15,7.16,7.1,7.14,0.0,58,2005,0.0,0.92,0,0.0
2005-09-08,1724,218000,1558110,7.14,7.16,7.13,7.13,-0.01,40,2005,0.0,0.92,0,0.0
2005-09-09,1724,295000,2106930,7.15,7.18,7.12,7.15,0.02,42,2005,0.0,0.92,0,0.0
2005-09-12,1724,182837,1309380,7.14,7.18,7.14,7.14,-0.01,38,2005,0.0,0.92,0,0.0
2005-09-13,1724,464010,3313621,7.14,7.17,7.13,7.14,0.0,60,2005,0.0,0.92,0,0.0
2005-09-14,1724,206166,1473837,7.15,7.16,7.14,7.14,0.0,49,2005,0.0,0.92,0,0.0
2005-09-15,1724,872000,6235020,7.16,7.18,7.13,7.16,0.02,85,2005,0.0,0.92,0,0.0
2005-09-16,1724,850000,6096560,7.16,7.2,7.15,7.18,0.02,110,2005,0.0,0.93,0,0.0
2005-09-19,1724,307000,2211490,7.18,7.23,7.18,7.23,0.05,53,2005,0.0,0.93,0,0.0
2005-09-20,1724,740000,5537640,7.24,7.73,7.21,7.73,0.5,119,2005,0.0,1.0,0,0.0
2005-09-21,1724,443454,3439466,7.75,7.85,7.73,7.73,0.0,117,2005,0.0,1.0,0,0.0
2005-09-22,1724,479977,3719078,7.75,7.78,7.73,7.76,0.03,97,2005,0.0,1.0,0,0.0
2005-09-23,1724,474424,3682502,7.76,7.78,7.75,7.75,-0.01,74,2005,0.0,1.0,0,0.0
2005-09-26,1724,1152005,9333758,7.74,8.29,7.74,8.29,0.54,135,2005,0.0,1.07,0,0.0
2005-09-27,1724,802106,6949009,8.3,8.87,8.3,8.65,0.36,210,2005,0.0,1.11,0,0.0
2005-09-28,1724,888933,7991458,9.05,9.2,8.8,8.95,0.3,163,2005,0.0,1.15,0,0.0
2005-09-29,1724,917979,7924278,9.0,9.15,8.33,8.33,-0.62,215,2005,0.0,1.07,0,0.0
2005-09-30,1724,772025,6205913,8.33,8.33,7.81,7.83,-0.5,142,2005,0.0,1.01,0,0.0
2005-10-03,1724,336137,2636345,7.83,7.9,7.8,7.85,0.02,92,2005,0.0,1.01,0,0.0
2005-10-04,1724,514765,4072982,7.85,8.2,7.82,7.82,-0.03,134,2005,0.0,1.01,0,0.0
